,mocap_npy,target,target_idx
197,mocap_pianist02_STILL_150.npy,pianist02,1
198,mocap_pianist02_STILL_151.npy,pianist02,1
199,mocap_pianist02_STILL_164.npy,pianist02,1
200,mocap_pianist02_STILL_165.npy,pianist02,1
201,mocap_pianist02_STILL_166.npy,pianist02,1
202,mocap_pianist02_STILL_179.npy,pianist02,1
203,mocap_pianist02_STILL_180.npy,pianist02,1
204,mocap_pianist02_STILL_181.npy,pianist02,1
205,mocap_pianist02_STILL_194.npy,pianist02,1
206,mocap_pianist02_STILL_195.npy,pianist02,1
207,mocap_pianist02_STILL_196.npy,pianist02,1
208,mocap_pianist02_STILL_209.npy,pianist02,1
209,mocap_pianist02_STILL_210.npy,pianist02,1
210,mocap_pianist02_STILL_211.npy,pianist02,1
