,filename,target
83,mocap_pianist01_STILL_104_chunk3.npy,6
84,mocap_pianist02_NORMAL_188_chunk4.npy,98
85,mocap_pianist02_STAC_148_chunk4.npy,54
86,mocap_pianist02_LEG_186_chunk2.npy,96
87,mocap_pianist02_STAC_206.npy,214
88,mocap_pianist02_EXAG_108.npy,211
89,mocap_pianist02_NORMAL_174_chunk1.npy,83
90,mocap_pianist02_STAC_163_chunk2.npy,71
91,mocap_pianist01_EXAG_91_chunk1.npy,202
92,mocap_pianist02_EXAG_199.npy,211
93,mocap_pianist01_NORMAL_72_chunk3.npy,181
94,mocap_pianist01_LEG_67.npy,212
95,mocap_pianist02_STILL_164_chunk1.npy,72
96,mocap_pianist02_STAC_207_chunk3.npy,120
97,mocap_pianist02_NORMAL_130_chunk1.npy,35
98,mocap_pianist02_STILL_209_chunk5.npy,122
99,mocap_pianist01_NORMAL_98.npy,213
100,mocap_pianist01_EXAG_77_chunk1.npy,186
101,mocap_pianist02_STAC_176.npy,214
102,mocap_pianist01_STAC_11.npy,214
103,mocap_pianist01_STAC_27_chunk3.npy,131
104,mocap_pianist02_STILL_135_chunk3.npy,40
105,mocap_pianist02_STILL_136_chunk3.npy,41
106,mocap_pianist02_NORMAL_188_chunk3.npy,98
107,mocap_pianist01_EXAG_18_chunk2.npy,89
108,mocap_pianist01_NORMAL_83_chunk4.npy,193
109,mocap_pianist01_NORMAL_40_chunk4.npy,146
110,mocap_pianist01_EXAG_32.npy,211
111,mocap_pianist01_LEG_81_chunk2.npy,191
112,mocap_pianist02_EXAG_198_chunk5.npy,109
113,mocap_pianist02_NORMAL_205_chunk2.npy,118
114,mocap_pianist01_EXAG_65_chunk1.npy,173
115,mocap_pianist02_LEG_111_chunk1.npy,14
116,mocap_pianist02_STAC_207.npy,214
117,mocap_pianist02_EXAG_122_chunk2.npy,26
118,mocap_pianist01_EXAG_77.npy,211
119,mocap_pianist02_STAC_133.npy,214
120,mocap_pianist01_LEG_21_chunk2.npy,123
121,mocap_pianist02_NORMAL_113_chunk1.npy,16
122,mocap_pianist01_LEG_37_chunk3.npy,142
123,mocap_pianist02_STILL_209.npy,215
124,mocap_pianist01_STILL_74_chunk4.npy,183
125,mocap_pianist01_STILL_61_chunk2.npy,169
126,mocap_pianist02_EXAG_183_chunk2.npy,93
127,mocap_pianist02_NORMAL_145_chunk4.npy,51
128,mocap_pianist01_STAC_43_chunk3.npy,149
129,mocap_pianist01_EXAG_19_chunk1.npy,100
130,mocap_pianist02_STILL_194.npy,215
131,mocap_pianist01_LEG_22_chunk2.npy,126
132,mocap_pianist02_STILL_150_chunk2.npy,57
133,mocap_pianist01_LEG_96_chunk3.npy,207
134,mocap_pianist02_NORMAL_160.npy,213
135,mocap_pianist02_STILL_211_chunk1.npy,125
136,mocap_pianist02_NORMAL_190_chunk3.npy,101
137,mocap_pianist01_EXAG_92.npy,211
138,mocap_pianist01_STILL_15_chunk1.npy,56
139,mocap_pianist01_NORMAL_84_chunk4.npy,194
140,mocap_pianist02_STILL_150_chunk3.npy,57
141,mocap_pianist02_NORMAL_203_chunk2.npy,116
142,mocap_pianist02_LEG_170_chunk2.npy,79
143,mocap_pianist02_LEG_141_chunk4.npy,47
144,mocap_pianist01_EXAG_34.npy,211
145,mocap_pianist02_NORMAL_190_chunk1.npy,101
146,mocap_pianist01_STILL_89_chunk1.npy,199
147,mocap_pianist01_STILL_45_chunk4.npy,151
148,mocap_pianist02_STILL_149_chunk4.npy,55
149,mocap_pianist02_STAC_177_chunk1.npy,86
150,mocap_pianist01_NORMAL_23.npy,213
151,mocap_pianist01_EXAG_66_chunk2.npy,174
152,mocap_pianist02_STILL_134_chunk1.npy,39
153,mocap_pianist02_EXAG_124.npy,211
154,mocap_pianist01_STILL_61.npy,215
155,mocap_pianist02_STAC_207_chunk1.npy,120
156,mocap_pianist02_STAC_132_chunk1.npy,37
157,mocap_pianist02_LEG_142_chunk5.npy,48
158,mocap_pianist01_NORMAL_100_chunk3.npy,2
159,mocap_pianist02_LEG_202_chunk1.npy,115
160,mocap_pianist02_LEG_142_chunk1.npy,48
161,mocap_pianist02_NORMAL_129_chunk2.npy,33
162,mocap_pianist02_STILL_150_chunk1.npy,57
163,mocap_pianist02_EXAG_123_chunk1.npy,27
164,mocap_pianist01_STAC_87_chunk2.npy,197
165,mocap_pianist01_STAC_26_chunk3.npy,130
166,mocap_pianist02_STILL_196_chunk3.npy,107
167,mocap_pianist01_LEG_96_chunk1.npy,207
168,mocap_pianist01_LEG_68_chunk3.npy,176
169,mocap_pianist02_STILL_209_chunk6.npy,122
170,mocap_pianist01_LEG_5.npy,212
171,mocap_pianist02_STILL_211_chunk8.npy,125
172,mocap_pianist01_NORMAL_7_chunk1.npy,178
173,mocap_pianist02_NORMAL_128_chunk3.npy,32
174,mocap_pianist02_NORMAL_128.npy,213
175,mocap_pianist02_NORMAL_173.npy,213
176,mocap_pianist01_STILL_46_chunk3.npy,152
177,mocap_pianist02_STAC_208_chunk4.npy,121
178,mocap_pianist01_STAC_59_chunk2.npy,166
179,mocap_pianist02_EXAG_138_chunk2.npy,43
180,mocap_pianist01_STILL_46_chunk2.npy,152
181,mocap_pianist02_LEG_185_chunk2.npy,95
182,mocap_pianist01_EXAG_2.npy,211
183,mocap_pianist01_STILL_104_chunk4.npy,6
184,mocap_pianist02_LEG_141_chunk2.npy,47
185,mocap_pianist01_NORMAL_40_chunk5.npy,146
186,mocap_pianist02_LEG_200_chunk3.npy,113
187,mocap_pianist01_NORMAL_70_chunk2.npy,179
188,mocap_pianist02_EXAG_198_chunk4.npy,109
189,mocap_pianist01_LEG_96.npy,212
190,mocap_pianist02_EXAG_138_chunk4.npy,43
191,mocap_pianist02_NORMAL_160_chunk1.npy,68
192,mocap_pianist02_STILL_151_chunk3.npy,58
193,mocap_pianist02_NORMAL_144_chunk5.npy,50
194,mocap_pianist02_LEG_127_chunk2.npy,31
195,mocap_pianist02_EXAG_154.npy,211
196,mocap_pianist02_EXAG_167.npy,211
197,mocap_pianist01_STAC_10.npy,214
198,mocap_pianist01_STAC_60_chunk2.npy,168
199,mocap_pianist02_STAC_147_chunk2.npy,53
200,mocap_pianist01_LEG_67_chunk1.npy,175
201,mocap_pianist02_LEG_201_chunk4.npy,114
202,mocap_pianist02_STILL_210_chunk1.npy,124
203,mocap_pianist02_NORMAL_188_chunk2.npy,98
204,mocap_pianist02_STILL_210_chunk8.npy,124
205,mocap_pianist01_STILL_63.npy,215
206,mocap_pianist02_STAC_147.npy,214
207,mocap_pianist01_STILL_89_chunk3.npy,199
208,mocap_pianist01_EXAG_77_chunk2.npy,186
209,mocap_pianist02_STAC_148_chunk3.npy,54
210,mocap_pianist01_STAC_58_chunk1.npy,165
211,mocap_pianist02_STAC_118_chunk1.npy,21
212,mocap_pianist01_LEG_21_chunk3.npy,123
213,mocap_pianist02_STAC_192.npy,214
214,mocap_pianist01_LEG_6_chunk1.npy,167
215,mocap_pianist02_STILL_196_chunk4.npy,107
216,mocap_pianist02_STAC_146_chunk4.npy,52
217,mocap_pianist01_STAC_43_chunk5.npy,149
218,mocap_pianist02_LEG_112_chunk1.npy,15
219,mocap_pianist01_NORMAL_97_chunk1.npy,208
220,mocap_pianist02_STAC_133_chunk3.npy,38
221,mocap_pianist02_NORMAL_203_chunk6.npy,116
222,mocap_pianist02_EXAG_184_chunk2.npy,94
223,mocap_pianist01_NORMAL_71.npy,213
224,mocap_pianist01_EXAG_33_chunk5.npy,138
225,mocap_pianist01_NORMAL_39_chunk3.npy,144
226,mocap_pianist02_LEG_187.npy,212
227,mocap_pianist02_NORMAL_204_chunk3.npy,117
228,mocap_pianist02_NORMAL_159_chunk2.npy,66
229,mocap_pianist01_EXAG_91_chunk3.npy,202
230,mocap_pianist01_NORMAL_24_chunk2.npy,128
231,mocap_pianist01_STAC_42_chunk2.npy,148
232,mocap_pianist02_LEG_202_chunk5.npy,115
233,mocap_pianist02_EXAG_184.npy,211
234,mocap_pianist02_NORMAL_190.npy,213
235,mocap_pianist02_EXAG_138_chunk3.npy,43
236,mocap_pianist01_EXAG_18_chunk3.npy,89
237,mocap_pianist01_NORMAL_41_chunk5.npy,147
238,mocap_pianist01_NORMAL_70_chunk1.npy,179
239,mocap_pianist02_STILL_179.npy,215
240,mocap_pianist01_EXAG_16.npy,211
241,mocap_pianist01_STILL_90_chunk1.npy,201
242,mocap_pianist02_STAC_131.npy,214
243,mocap_pianist01_NORMAL_97.npy,213
244,mocap_pianist01_STAC_58_chunk2.npy,165
245,mocap_pianist02_STILL_121_chunk1.npy,25
246,mocap_pianist01_STAC_44_chunk1.npy,150
247,mocap_pianist01_NORMAL_100.npy,213
248,mocap_pianist02_STAC_148.npy,214
249,mocap_pianist01_NORMAL_39.npy,213
250,mocap_pianist01_NORMAL_40_chunk1.npy,146
251,mocap_pianist02_EXAG_137_chunk2.npy,42
252,mocap_pianist02_STAC_163_chunk1.npy,71
253,mocap_pianist02_EXAG_123_chunk2.npy,27
254,mocap_pianist02_STILL_164.npy,215
255,mocap_pianist02_EXAG_198.npy,211
256,mocap_pianist01_NORMAL_84_chunk3.npy,194
257,mocap_pianist01_EXAG_33_chunk2.npy,138
258,mocap_pianist02_LEG_170.npy,212
259,mocap_pianist02_LEG_140.npy,212
260,mocap_pianist01_NORMAL_55_chunk1.npy,162
261,mocap_pianist01_STILL_75.npy,215
262,mocap_pianist01_EXAG_64.npy,211
263,mocap_pianist01_LEG_68_chunk1.npy,176
264,mocap_pianist02_STILL_119.npy,215
265,mocap_pianist01_NORMAL_71_chunk3.npy,180
266,mocap_pianist01_STILL_75_chunk4.npy,184
267,mocap_pianist02_EXAG_153_chunk2.npy,60
268,mocap_pianist02_STILL_180_chunk4.npy,90
269,mocap_pianist01_STAC_102_chunk2.npy,4
270,mocap_pianist02_LEG_201.npy,212
271,mocap_pianist02_LEG_126_chunk3.npy,30
272,mocap_pianist02_STAC_117.npy,214
273,mocap_pianist01_EXAG_50_chunk1.npy,157
274,mocap_pianist01_LEG_96_chunk2.npy,207
275,mocap_pianist01_EXAG_35_chunk1.npy,140
276,mocap_pianist02_STILL_135.npy,215
277,mocap_pianist02_NORMAL_203_chunk1.npy,116
278,mocap_pianist01_STILL_73.npy,215
279,mocap_pianist01_STAC_102.npy,214
280,mocap_pianist01_EXAG_3.npy,211
281,mocap_pianist02_LEG_140_chunk3.npy,46
282,mocap_pianist01_NORMAL_100_chunk2.npy,2
283,mocap_pianist01_NORMAL_25_chunk1.npy,129
284,mocap_pianist02_LEG_171_chunk2.npy,80
285,mocap_pianist02_STAC_206_chunk5.npy,119
286,mocap_pianist02_NORMAL_205.npy,213
287,mocap_pianist02_EXAG_197_chunk5.npy,108
288,mocap_pianist02_EXAG_124_chunk1.npy,28
289,mocap_pianist01_EXAG_77_chunk4.npy,186
290,mocap_pianist01_NORMAL_98_chunk2.npy,209
291,mocap_pianist01_STILL_45.npy,215
292,mocap_pianist02_EXAG_169_chunk1.npy,77
293,mocap_pianist01_LEG_36_chunk4.npy,141
294,mocap_pianist02_NORMAL_129_chunk1.npy,33
295,mocap_pianist01_EXAG_92_chunk5.npy,203
296,mocap_pianist02_LEG_171_chunk1.npy,80
297,mocap_pianist01_STILL_63_chunk1.npy,171
298,mocap_pianist02_STILL_210_chunk9.npy,124
299,mocap_pianist02_STILL_149_chunk5.npy,55
300,mocap_pianist02_STILL_196_chunk5.npy,107
301,mocap_pianist02_EXAG_167_chunk1.npy,75
302,mocap_pianist02_STILL_180_chunk1.npy,90
303,mocap_pianist01_STAC_26_chunk2.npy,130
304,mocap_pianist02_EXAG_122_chunk3.npy,26
305,mocap_pianist02_LEG_156.npy,212
306,mocap_pianist02_STAC_133_chunk2.npy,38
307,mocap_pianist02_LEG_155_chunk2.npy,62
308,mocap_pianist01_EXAG_32_chunk3.npy,137
309,mocap_pianist01_EXAG_16_chunk3.npy,67
310,mocap_pianist01_EXAG_92_chunk3.npy,203
311,mocap_pianist02_STILL_136_chunk2.npy,41
312,mocap_pianist02_NORMAL_128_chunk2.npy,32
313,mocap_pianist01_NORMAL_84_chunk2.npy,194
314,mocap_pianist02_LEG_171_chunk4.npy,80
315,mocap_pianist01_STILL_15.npy,215
316,mocap_pianist01_STILL_106_chunk1.npy,8
317,mocap_pianist01_LEG_79_chunk1.npy,188
318,mocap_pianist02_EXAG_138_chunk1.npy,43
319,mocap_pianist01_LEG_94_chunk2.npy,205
320,mocap_pianist02_LEG_200_chunk2.npy,113
321,mocap_pianist01_NORMAL_25_chunk3.npy,129
322,mocap_pianist02_LEG_125_chunk2.npy,29
323,mocap_pianist01_LEG_37.npy,212
324,mocap_pianist01_NORMAL_99_chunk1.npy,210
325,mocap_pianist01_LEG_68_chunk2.npy,176
326,mocap_pianist01_NORMAL_41.npy,213
327,mocap_pianist01_STAC_60.npy,214
328,mocap_pianist02_STILL_180.npy,215
329,mocap_pianist02_NORMAL_188_chunk5.npy,98
330,mocap_pianist01_NORMAL_100_chunk4.npy,2
331,mocap_pianist01_EXAG_93_chunk5.npy,204
332,mocap_pianist02_NORMAL_130_chunk2.npy,35
333,mocap_pianist02_STILL_149_chunk3.npy,55
334,mocap_pianist01_STILL_88_chunk3.npy,198
335,mocap_pianist02_NORMAL_204_chunk4.npy,117
336,mocap_pianist02_NORMAL_174_chunk2.npy,83
337,mocap_pianist01_STILL_30_chunk3.npy,135
338,mocap_pianist02_EXAG_197.npy,211
339,mocap_pianist02_LEG_186_chunk3.npy,96
340,mocap_pianist01_STAC_85_chunk2.npy,195
341,mocap_pianist02_NORMAL_160_chunk2.npy,68
342,mocap_pianist01_EXAG_49_chunk2.npy,155
343,mocap_pianist02_STILL_209_chunk7.npy,122
344,mocap_pianist01_NORMAL_83_chunk2.npy,193
345,mocap_pianist02_LEG_155_chunk1.npy,62
346,mocap_pianist02_EXAG_152_chunk2.npy,59
347,mocap_pianist02_NORMAL_114_chunk1.npy,17
348,mocap_pianist01_EXAG_19.npy,211
349,mocap_pianist02_STILL_120.npy,215
350,mocap_pianist02_NORMAL_190_chunk2.npy,101
351,mocap_pianist01_LEG_80_chunk3.npy,190
352,mocap_pianist02_EXAG_184_chunk1.npy,94
353,mocap_pianist02_LEG_201_chunk3.npy,114
354,mocap_pianist02_EXAG_137_chunk4.npy,42
355,mocap_pianist01_NORMAL_57.npy,213
356,mocap_pianist02_STAC_191_chunk2.npy,102
357,mocap_pianist01_NORMAL_98_chunk3.npy,209
358,mocap_pianist02_NORMAL_174_chunk4.npy,83
359,mocap_pianist02_EXAG_197_chunk2.npy,108
360,mocap_pianist01_STAC_44_chunk2.npy,150
361,mocap_pianist02_NORMAL_175_chunk3.npy,84
362,mocap_pianist01_STILL_47_chunk1.npy,153
363,mocap_pianist01_EXAG_17_chunk1.npy,78
364,mocap_pianist01_EXAG_32_chunk4.npy,137
365,mocap_pianist01_EXAG_93_chunk3.npy,204
366,mocap_pianist02_STILL_149_chunk2.npy,55
367,mocap_pianist02_STILL_210_chunk4.npy,124
368,mocap_pianist01_NORMAL_83_chunk3.npy,193
369,mocap_pianist02_LEG_185.npy,212
370,mocap_pianist01_NORMAL_100_chunk1.npy,2
371,mocap_pianist01_STAC_86_chunk2.npy,196
372,mocap_pianist02_STILL_181_chunk3.npy,91
373,mocap_pianist02_NORMAL_145_chunk3.npy,51
374,mocap_pianist01_STAC_43_chunk2.npy,149
375,mocap_pianist02_EXAG_199_chunk1.npy,110
376,mocap_pianist02_STAC_177_chunk2.npy,86
377,mocap_pianist01_LEG_37_chunk4.npy,142
378,mocap_pianist01_EXAG_76.npy,211
379,mocap_pianist01_LEG_5_chunk1.npy,156
380,mocap_pianist02_EXAG_137_chunk3.npy,42
381,mocap_pianist02_NORMAL_189_chunk2.npy,99
382,mocap_pianist02_LEG_126_chunk2.npy,30
383,mocap_pianist02_LEG_200_chunk4.npy,113
384,mocap_pianist01_NORMAL_57_chunk3.npy,164
385,mocap_pianist01_EXAG_49_chunk1.npy,155
386,mocap_pianist01_STAC_101_chunk2.npy,3
387,mocap_pianist02_NORMAL_205_chunk5.npy,118
388,mocap_pianist01_STILL_106.npy,215
389,mocap_pianist02_STILL_136_chunk1.npy,41
390,mocap_pianist01_LEG_80_chunk2.npy,190
391,mocap_pianist01_EXAG_64_chunk4.npy,172
392,mocap_pianist01_EXAG_32_chunk5.npy,137
393,mocap_pianist02_NORMAL_204.npy,213
394,mocap_pianist02_STILL_195_chunk1.npy,106
395,mocap_pianist02_STILL_194_chunk2.npy,105
396,mocap_pianist01_LEG_95_chunk5.npy,206
397,mocap_pianist01_STAC_58.npy,214
398,mocap_pianist01_EXAG_66_chunk4.npy,174
399,mocap_pianist01_STAC_85_chunk1.npy,195
400,mocap_pianist02_STILL_211_chunk6.npy,125
401,mocap_pianist02_LEG_187_chunk2.npy,97
402,mocap_pianist02_STILL_180_chunk3.npy,90
403,mocap_pianist01_STILL_89.npy,215
404,mocap_pianist02_NORMAL_174.npy,213
405,mocap_pianist02_STILL_196_chunk1.npy,107
406,mocap_pianist01_LEG_69_chunk4.npy,177
407,mocap_pianist01_NORMAL_39_chunk5.npy,144
408,mocap_pianist01_NORMAL_99_chunk2.npy,210
409,mocap_pianist01_STAC_27.npy,214
410,mocap_pianist02_STAC_133_chunk1.npy,38
411,mocap_pianist01_EXAG_76_chunk4.npy,185
412,mocap_pianist02_EXAG_197_chunk1.npy,108
413,mocap_pianist01_NORMAL_8_chunk1.npy,189
414,mocap_pianist02_NORMAL_205_chunk4.npy,118
415,mocap_pianist02_STAC_147_chunk3.npy,53
416,mocap_pianist02_STAC_147_chunk1.npy,53
417,mocap_pianist02_EXAG_124_chunk3.npy,28
418,mocap_pianist02_STAC_148_chunk5.npy,54
419,mocap_pianist01_EXAG_48_chunk2.npy,154
420,mocap_pianist02_NORMAL_145_chunk2.npy,51
421,mocap_pianist01_STAC_26_chunk1.npy,130
422,mocap_pianist01_LEG_22.npy,212
423,mocap_pianist02_STILL_195.npy,215
424,mocap_pianist02_STILL_196_chunk2.npy,107
425,mocap_pianist02_NORMAL_128_chunk1.npy,32
426,mocap_pianist01_STILL_31_chunk2.npy,136
427,mocap_pianist01_EXAG_91_chunk4.npy,202
428,mocap_pianist01_EXAG_1_chunk2.npy,0
429,mocap_pianist02_LEG_201_chunk1.npy,114
430,mocap_pianist02_EXAG_182_chunk1.npy,92
431,mocap_pianist02_LEG_202_chunk4.npy,115
432,mocap_pianist01_EXAG_93_chunk1.npy,204
433,mocap_pianist02_LEG_200.npy,212
434,mocap_pianist02_STAC_176_chunk2.npy,85
435,mocap_pianist02_LEG_157_chunk2.npy,64
436,mocap_pianist01_NORMAL_98_chunk5.npy,209
437,mocap_pianist01_STILL_62_chunk3.npy,170
438,mocap_pianist01_NORMAL_39_chunk2.npy,144
439,mocap_pianist01_LEG_53_chunk1.npy,160
440,mocap_pianist02_EXAG_122.npy,211
441,mocap_pianist01_NORMAL_41_chunk1.npy,147
442,mocap_pianist02_NORMAL_144_chunk4.npy,50
443,mocap_pianist02_EXAG_167_chunk2.npy,75
444,mocap_pianist01_STAC_103_chunk4.npy,5
445,mocap_pianist02_STILL_210.npy,215
446,mocap_pianist02_NORMAL_203.npy,213
447,mocap_pianist01_EXAG_91.npy,211
448,mocap_pianist01_STAC_27_chunk2.npy,131
449,mocap_pianist01_EXAG_65.npy,211
450,mocap_pianist02_LEG_185_chunk4.npy,95
451,mocap_pianist01_STILL_61_chunk1.npy,169
452,mocap_pianist01_NORMAL_82_chunk4.npy,192
453,mocap_pianist02_STAC_193_chunk2.npy,104
454,mocap_pianist01_STILL_47_chunk4.npy,153
455,mocap_pianist02_EXAG_199_chunk2.npy,110
456,mocap_pianist02_STAC_163.npy,214
457,mocap_pianist01_LEG_80.npy,212
458,mocap_pianist02_LEG_187_chunk5.npy,97
459,mocap_pianist01_STAC_103_chunk2.npy,5
460,mocap_pianist01_LEG_67_chunk3.npy,175
461,mocap_pianist01_STAC_103.npy,214
462,mocap_pianist01_EXAG_48_chunk1.npy,154
463,mocap_pianist02_NORMAL_203_chunk5.npy,116
464,mocap_pianist02_LEG_157_chunk1.npy,64
465,mocap_pianist01_STILL_75_chunk5.npy,184
466,mocap_pianist01_EXAG_65_chunk2.npy,173
467,mocap_pianist01_NORMAL_23_chunk2.npy,127
468,mocap_pianist02_EXAG_167_chunk3.npy,75
469,mocap_pianist02_NORMAL_173_chunk2.npy,82
470,mocap_pianist01_STILL_30_chunk2.npy,135
471,mocap_pianist02_LEG_141.npy,212
472,mocap_pianist02_LEG_185_chunk3.npy,95
473,mocap_pianist02_LEG_142.npy,212
474,mocap_pianist02_STAC_118.npy,214
475,mocap_pianist01_EXAG_77_chunk3.npy,186
476,mocap_pianist01_STAC_44.npy,214
477,mocap_pianist01_STILL_45_chunk5.npy,151
478,mocap_pianist01_NORMAL_23_chunk3.npy,127
479,mocap_pianist01_NORMAL_24.npy,213
480,mocap_pianist01_EXAG_92_chunk4.npy,203
481,mocap_pianist02_STILL_164_chunk2.npy,72
482,mocap_pianist01_LEG_38_chunk4.npy,143
483,mocap_pianist01_STILL_105_chunk1.npy,7
484,mocap_pianist01_STAC_44_chunk3.npy,150
485,mocap_pianist02_STAC_208_chunk2.npy,121
486,mocap_pianist01_LEG_36_chunk3.npy,141
487,mocap_pianist02_STAC_193_chunk1.npy,104
488,mocap_pianist02_STAC_148_chunk1.npy,54
489,mocap_pianist02_NORMAL_113.npy,213
490,mocap_pianist02_STILL_180_chunk2.npy,90
491,mocap_pianist02_STILL_210_chunk5.npy,124
492,mocap_pianist01_STAC_26.npy,214
493,mocap_pianist02_EXAG_197_chunk3.npy,108
494,mocap_pianist01_STILL_73_chunk3.npy,182
495,mocap_pianist01_STILL_63_chunk3.npy,171
496,mocap_pianist02_EXAG_139_chunk2.npy,44
497,mocap_pianist01_STAC_11_chunk1.npy,12
498,mocap_pianist02_EXAG_109_chunk1.npy,11
499,mocap_pianist02_LEG_157.npy,212
500,mocap_pianist01_LEG_4.npy,212
501,mocap_pianist01_STILL_105.npy,215
502,mocap_pianist02_STAC_146_chunk3.npy,52
503,mocap_pianist02_NORMAL_129.npy,213
504,mocap_pianist02_LEG_202_chunk3.npy,115
505,mocap_pianist02_NORMAL_204_chunk2.npy,117
506,mocap_pianist02_STILL_195_chunk3.npy,106
507,mocap_pianist02_LEG_125_chunk1.npy,29
508,mocap_pianist01_STILL_90.npy,215
509,mocap_pianist01_STILL_63_chunk2.npy,171
510,mocap_pianist02_STILL_196.npy,215
511,mocap_pianist02_STAC_176_chunk1.npy,85
512,mocap_pianist02_EXAG_152_chunk1.npy,59
513,mocap_pianist01_EXAG_35_chunk4.npy,140
514,mocap_pianist02_EXAG_198_chunk6.npy,109
515,mocap_pianist02_STAC_147_chunk5.npy,53
516,mocap_pianist01_NORMAL_24_chunk1.npy,128
517,mocap_pianist01_LEG_38_chunk5.npy,143
518,mocap_pianist01_STILL_106_chunk3.npy,8
519,mocap_pianist02_EXAG_169_chunk2.npy,77
520,mocap_pianist02_LEG_172_chunk4.npy,81
521,mocap_pianist01_LEG_4_chunk1.npy,145
522,mocap_pianist01_EXAG_19_chunk3.npy,100
523,mocap_pianist02_NORMAL_143_chunk4.npy,49
524,mocap_pianist02_EXAG_168.npy,211
525,mocap_pianist02_STAC_206_chunk4.npy,119
526,mocap_pianist01_STAC_86.npy,214
